Tissue	kegg_pathway_ID	kegg_pathway_Name	IDs	S	B	Rich.Factor	P.value	Sig.Sign.P
Small intestine	ko04974	Protein digestion and absorption	C00163|Propionic acid	1	47	0.0213	0.198148198	ns
Small intestine	ko00650	Butanoate metabolism	C01089|3-Hydroxybutyric acid	1	47	0.0213	0.198148198	ns
Small intestine	ko00623	Toluene degradation	C00633|4-Hydroxybenzaldehyde	1	47	0.0213	0.198148198	ns
Small intestine	ko00340	Histidine metabolism	C01262|Anserine	1	47	0.0213	0.198148198	ns
Small intestine	ko01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00311|Isocitrate	1	48	0.0208	0.201921026	ns
Small intestine	ko04080	Neuroactive ligand-receptor interaction	C00780|Serotonin	1	53	0.0189	0.220529231	ns
Small intestine	ko00760	Nicotinate and nicotinamide metabolism	C00163|Propionic acid	1	55	0.0182	0.22785447	ns
Small intestine	ko01232	Nucleotide metabolism	C00106|Uracil	1	58	0.0172	0.238717699	ns
Small intestine	ko00040	Pentose and glucuronate interconversions	C02266|D-Xylono-1,5-lactone	1	59	0.0169	0.242305832	ns
Small intestine	ko00240	Pyrimidine metabolism	C00106|Uracil	1	64	0.0156	0.260002673	ns
Small intestine	ko00630	Glyoxylate and dicarboxylate metabolism	C00311|Isocitrate	1	64	0.0156	0.260002673	ns
Small intestine	ko01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	C00311|Isocitrate	1	67	0.0149	0.270428279	ns
Small intestine	ko01070	Biosynthesis of plant hormones	C00311|Isocitrate	1	68	0.0147	0.273871821	ns
Small intestine	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis	C01004|Trigonelline	1	72	0.0139	0.287489539	ns
Small intestine	ko01040	Biosynthesis of unsaturated fatty acids	C06425|Eicosanoic acid	1	74	0.0135	0.29420549	ns
Small intestine	ko00627	Aminobenzoate degradation	C00633|4-Hydroxybenzaldehyde	1	86	0.0116	0.333234446	ns
Small intestine	ko04976	Bile secretion	C00780|Serotonin	1	97	0.0103	0.367172172	ns
Small intestine	ko01062	Biosynthesis of terpenoids and steroids	C00311|Isocitrate	1	98	0.0102	0.370173252	ns
Small intestine	ko01120	Microbial metabolism in diverse environments	C00847|4-Pyridoxic acid, C00163|Propionic acid, C00633|4-Hydroxybenzaldehyde, C00599|4-Cholesten-3-one, C14315|Anthracene, C00311|Isocitrate	6	1072	0.0056	0.384826858	ns
Small intestine	ko00624	Polycyclic aromatic hydrocarbon degradation	C14315|Anthracene	1	107	0.0093	0.396571037	ns
Small intestine	ko01200	Carbon metabolism	C00311|Isocitrate	1	114	0.0088	0.416360008	ns
Small intestine	ko02010	ABC transporters	C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine	1	138	0.0072	0.479557233	ns
Small intestine	ko01060	Biosynthesis of plant secondary metabolites	C00311|Isocitrate	1	141	0.0071	0.486975532	ns
Small intestine	ko01220	Degradation of aromatic compounds	C00163|Propionic acid	1	263	0.0038	0.715538175	ns
Small intestine	ko01110	Biosynthesis of secondary metabolites	C00780|Serotonin, C03912|1-Pyrroline-5-carboxylic acid, C00350|PE(P-16:0/22:6), C00350|PE(18:1/20:4), C00350|PE(P-18:0/20:4(5Z,8Z,11Z,14Z)), C00157|PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), C00311|Isocitrate, C00157|PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	8	2273	0.0035	0.88550997	ns
Spinal cord	ko00564	Glycerophospholipid metabolism	C00157|PC(18:0/14:0), C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C04230|LysoPC(22:0/0:0), C00157|PC(18:1(9Z)/16:0), C04230|LysoPC(P-16:0/0:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:2(11Z,14Z)/P-18:0), C00588|Phosphorylcholine, C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00157|PC(20:4/22:1), C00157|PC(22:6/22:6), C00350|PE(P-16:0/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00307|Citicoline, C00670|sn-Glycero-3-phosphocholine, C02737|PS(18:0/22:6), C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C02737|PS(18:0/18:1), C00157|PC(16:0/20:4), C00350|PE(18:1/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00350|PE(22:6/22:6), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z)), C00350|PE(18:1/18:2), C04230|LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)	57	56	1.0179	0	****
Spinal cord	ko00591	Linoleic acid metabolism	C00157|PC(18:0/14:0), C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C00157|PC(18:1(9Z)/16:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:2(11Z,14Z)/P-18:0), C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00157|PC(20:4/22:1), C00157|PC(22:6/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00157|PC(16:0/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z))	41	28	1.4643	0	****
Spinal cord	ko04723	Retrograde endocannabinoid signaling	C00157|PC(18:0/14:0), C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C00157|PC(18:1(9Z)/16:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:2(11Z,14Z)/P-18:0), C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00165|1,2-Dioleoyl-rac-glycerol, C00157|PC(20:4/22:1), C00157|PC(22:6/22:6), C00350|PE(P-16:0/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00157|PC(16:0/20:4), C00350|PE(18:1/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00350|PE(22:6/22:6), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z)), C00350|PE(18:1/18:2)	50	19	2.6316	0	****
Spinal cord	ko05231	Choline metabolism in cancer	C00157|PC(18:0/14:0), C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C04230|LysoPC(22:0/0:0), C00157|PC(18:1(9Z)/16:0), C04230|LysoPC(P-16:0/0:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:2(11Z,14Z)/P-18:0), C00588|Phosphorylcholine, C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00165|1,2-Dioleoyl-rac-glycerol, C00157|PC(20:4/22:1), C00157|PC(22:6/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00307|Citicoline, C00670|sn-Glycero-3-phosphocholine, C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00157|PC(16:0/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z)), C04230|LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)	48	11	4.3636	0	****
Spinal cord	ko04140	Autophagy - animal	C00350|PE(P-16:0/22:6), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00350|PE(18:1/20:4), C00350|PE(22:6/22:6), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00350|PE(18:1/18:2)	8	6	1.3333	0	****
Spinal cord	ko05167	Kaposi sarcoma-associated herpesvirus infection	C00165|1,2-Dioleoyl-rac-glycerol, C00350|PE(P-16:0/22:6), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00350|PE(18:1/20:4), C00350|PE(22:6/22:6), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00350|PE(18:1/18:2)	9	5	1.8	0	****
Spinal cord	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	C00350|PE(P-16:0/22:6), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00350|PE(18:1/20:4), C00350|PE(22:6/22:6), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00350|PE(18:1/18:2)	8	4	2	0	****
Spinal cord	ko04136	Autophagy - other	C00350|PE(P-16:0/22:6), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00350|PE(18:1/20:4), C00350|PE(22:6/22:6), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00350|PE(18:1/18:2)	8	3	2.6667	0	****
Spinal cord	ko04138	Autophagy - yeast	C00350|PE(P-16:0/22:6), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00350|PE(18:1/20:4), C00350|PE(22:6/22:6), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00350|PE(18:1/18:2)	8	3	2.6667	0	****
Spinal cord	ko05130	Pathogenic Escherichia coli infection	C00350|PE(P-16:0/22:6), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C00350|PE(18:1/20:4), C00350|PE(22:6/22:6), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00350|PE(18:1/18:2)	8	3	2.6667	0	****
Spinal cord	ko00592	alpha-Linolenic acid metabolism	C00157|PC(18:0/14:0), C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C00157|PC(18:1(9Z)/16:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:2(11Z,14Z)/P-18:0), C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00157|PC(20:4/22:1), C00157|PC(22:6/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00157|PC(16:0/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z))	41	44	0.9318	9.00E-77	****
Spinal cord	ko00590	Arachidonic acid metabolism	C00157|PC(18:0/14:0), C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C00157|PC(18:1(9Z)/16:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:2(11Z,14Z)/P-18:0), C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00157|PC(20:4/22:1), C00157|PC(22:6/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00157|PC(16:0/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z))	41	79	0.519	2.64E-58	****
Spinal cord	ko01100	Metabolic pathways	C00386|L-Carnosine, C00386|Carnosine, C00157|PC(18:0/14:0), C12312|Oxindole, C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C00157|PC(18:1(9Z)/16:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00105|Uridine-5'-monophosphate, C00078|L-Tryptophan, C00049|Aspartic acid, C00884|Homocarnosine, C00157|PC(20:2(11Z,14Z)/P-18:0), C00588|Phosphorylcholine, C00170|5'-Deoxy-5'-Methylthioadenosine, C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C18043|Cholesterol sulfate, C00003|NAD, C00884|L-Homocarnosine, C00550|SM(d18:1/22:0), C00157|PC(20:4/22:1), C00134|Putrescine, C00157|PC(22:6/22:6), C00350|PE(P-16:0/22:6), C01220|D-myo-Inositol 1,4-bisphosphate, C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C00307|Citicoline, C02737|PS(18:0/22:6), C00157|PC(20:2/22:6), C06419|D-Histidine, C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C05570|Ergothioneine, C00157|PC(18:1/20:0), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C02737|PS(18:0/18:1), C00157|PC(16:0/20:4), C07212|o-Xylene, C00350|PE(18:1/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C03912|1-Pyrroline-5-carboxylic acid, C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00388|Histamine, C00350|PE(22:6/22:6), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z)), C02124|Parachlorophenol, C05340|beta-Alanyl-L-arginine, C00350|PE(18:1/18:2), C03758|Dopamine, C01514|Luteolin, C19891|D-chiro-Inositol	77	3065	0.0251	6.08E-13	****
Spinal cord	ko04148	Efferocytosis	C04230|LysoPC(22:0/0:0), C04230|LysoPC(P-16:0/0:0), C15519|25-Hydroxycholesterol, C00003|NAD, C00134|Putrescine, C02737|PS(18:0/22:6), C02737|PS(18:0/18:1), C04230|LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)	8	18	0.4444	5.07E-11	****
Spinal cord	ko01110	Biosynthesis of secondary metabolites	C00157|PC(18:0/14:0), C12312|Oxindole, C00157|PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), C00157|PC(16:0/14:0), C00157|PC(18:1(9Z)/16:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), C00078|L-Tryptophan, C00049|Aspartic acid, C00157|PC(20:2(11Z,14Z)/P-18:0), C00157|PC(18:2(9Z,12Z)/P-18:1(11Z)), C00157|PC(20:4/22:1), C00134|Putrescine, C00157|PC(22:6/22:6), C00350|PE(P-16:0/22:6), C00157|PC(20:3/20:4), C00157|PC(18:1/18:1), C02737|PS(18:0/22:6), C00157|PC(20:2/22:6), C00157|PC(18:0/22:6), C00157|PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(18:1/20:0), C00350|PE(18:0/22:6), C00350|PE(22:4/22:6), C02737|PS(18:0/18:1), C00157|PC(16:0/20:4), C00350|PE(18:1/20:4), C00157|PC(16:0/20:1), C00157|PC(22:4/22:6), C03912|1-Pyrroline-5-carboxylic acid, C00157|PC(18:3(9Z,12Z,15Z)/16:1(9Z)), C00157|PC(20:1/20:4), C00157|PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)), C00157|1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine, C00157|PC(16:0/22:4(7Z,10Z,13Z,16Z)), C00388|Histamine, C00350|PE(22:6/22:6), C00157|PC(20:3(5Z,8Z,11Z)/14:0), C00157|PC(24:1(15Z)/18:0), C00157|PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/18:1(9Z)), C00157|PC(14:1(9Z)/18:1(9Z)), C00157|PC(20:0/14:1(9Z)), C00157|PC(20:1(11Z)/18:1(11Z)), C00157|PC(16:1(9Z)/16:0), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)), C00157|PC(24:1(15Z)/16:1(9Z)), C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), C00157|PC(20:0/20:1(11Z)), C00157|PC(16:0/16:1(9Z)), C00157|PC(18:0/14:1(9Z)), C00157|PC(20:2(11Z,14Z)/14:0), C00157|PC(22:2(13Z,16Z)/14:0), C00350|PE(18:0/18:2(9Z,12Z)), C00350|PE(P-18:0/20:4), C00157|PC(20:4(8Z,11Z,14Z,17Z)/20:0), C00157|PC(20:3(8Z,11Z,14Z)/18:1(9Z)), C00350|PE(18:1/18:2), C03758|Dopamine, C01514|Luteolin	59	2273	0.026	1.53E-08	****
Spinal cord	ko00340	Histidine metabolism	C00386|L-Carnosine, C00386|Carnosine, C00049|Aspartic acid, C05570|Ergothioneine, C00388|Histamine	5	47	0.1064	0.0005157	***
Spinal cord	ko05322	Systemic lupus erythematosus	C02737|PS(18:0/22:6), C02737|PS(18:0/18:1)	2	3	0.6667	0.000603205	***
Spinal cord	ko05146	Amoebiasis	C00165|1,2-Dioleoyl-rac-glycerol, C02737|PS(18:0/22:6), C02737|PS(18:0/18:1)	3	13	0.2308	0.000733087	***
Spinal cord	ko00410	beta-Alanine metabolism	C00386|L-Carnosine, C00386|Carnosine, C00049|Aspartic acid, C05340|beta-Alanyl-L-arginine	4	32	0.125	0.00104294	**
Spinal cord	ko05140	Leishmaniasis	C02737|PS(18:0/22:6), C02737|PS(18:0/18:1)	2	6	0.3333	0.002932441	**
Spinal cord	ko04361	Axon regeneration	C00078|L-Tryptophan, C00165|1,2-Dioleoyl-rac-glycerol	2	7	0.2857	0.004067219	**
Spinal cord	ko04974	Protein digestion and absorption	C00078|L-Tryptophan, C00049|Aspartic acid, C00134|Putrescine, C00388|Histamine	4	47	0.0851	0.004393494	**
